nombre,ironhacker,artista(s),id_lista,lista,letra
Papaya,1155460259,['Yiuliusly'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro: F.HERO]
Papa papaya
Papa papaya
Papa papaya
Papa papaya
Papa papa papa papaya
Papa papa papa papaya
Papa papa papa papaya
Papa papa papa papaya

[Verse 1: Su-Metal, F.HERO]
Saikyou de saikou tte sainou ka? You know what?
(Papa papa papa papaya)
Zenshin to zenrei de onore wo kogase
(Papa papa papa papaya)

[Pre-Chorus: Su-Metal, F.HERO]
Bring it on bring it!
(Papa papaya)
Bring it on bring it!
(Papa papaya)
Bring bring bring bring it!
(Papa papaya)
Bring bring bring bring it!

[Chorus: Su-Metal, Moa-Metal]
Matsuri da! Matsuri da!
SPICY SUMMER SONG SONG
Matsuri da! Matsuri da!
CRAZY SUMMER DANCE DANCE
Sawage! Sawage!
Sawage! YO! PA PA YA BOYS
Odore! Odore!
Odore! PA! PA! PA PA YA GIRLS
PAPAYA!!
PAPAYA!!
[Verse 2: Su-Metal, F.HERO]
Saikyou de saikou tte joutou da! You know what?
(Papa papa papa papaya)
Zettai to zetsumei de onore wo tamese
(Papa papa papa papaya)

[Pre-Chorus: Su-Metal, F.HERO]
Bring it on bring it!
(Papa papaya)
Bring it on bring it!
(Papa papaya)
Bring bring bring bring it!
(Papa papaya)
Bring bring bring bring it!
(Papa papaya)

[Chorus: Su-Metal, Moa-Metal]
Matsuri da! Matsuri da!
CRAZY SUMMER BOY BOYS!
Matsuri da! Matsuri da!
SPICY SUMMER GIRL GIRLS!
Sawage! Sawage!
Sawage! YO! PA PA YA SONG
Odore! Odore!
Odore! PA! PA! PA PA YA DANCE
PAPAYA!!
PAPAYA!!
[Verse 3: F.HERO]
Rap Rap Mor Lum Rock Rock
Suud tae cha tar jar mar kao kok kok
Proak chee wit meun Chocolate Box Box
Mee pha som kun meun Papaya Pok Pok
Don Knock Knock Knock lom lom look look
Klock klock kwam suuk pai kub tuuk tuuk tuuk
Ma la kor don tuub tuub tuub
Teung jar sab teung jar nour teung jar krob kruub kruub
Sing rod tuk tuk yarng Thai rider
Hot and spicy proak nee Summer
I was Lightning Before the Thunder
Som tum pla diib hao mar maun kun der
Baby Girls, Hanaka
Sung bikini mar jark Lazada
Jumpin' in the Pool La La La
Saeng dad phad phao rao mar Papaya

[Pre-Chorus: Su-Metal, F.HERO]
Bring it on bring it!
(Papa papaya)
Bring it on bring it!
(Papa papaya)
Bring bring bring bring it!
(Papa papaya)
[Chorus: Su-Metal, Moa-Metal]
Matsuri da! Matsuri da!
SPICY SUMMER SONG SONG
Matsuri da! Matsuri!da!
CRAZY SUMMER DANCE DANCE
Odotte! Sawage!
Odotte! Sawage!
Odotte! Sawage!
Sawage! PA! PA! PARTY TIME!
PAPAYA!!
PAPAYA!!
PAPAYA!!
PAPAYA!!"
"Ama, ama, ama y ensancha el alma",06uk7op5esy3r1syhomrkoisw,['Extremoduro'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Quisiera que mi voz fuera tan fuerte
Que a veces retumbaran las montañas
Y escuchárais las mentes-social-adormecidas
Las palabras de amor de mi garganta

Abrid los brazos, la mente y repartíos
Que sólo os enseñaron el odio y la avaricia
Y yo quiero que todos como hermanos
Repartamos amores, lágrimas y sonrisas

De pequeño me impusieron las costumbres
Me educaron para hombre adinerado
Pero ahora prefiero ser un indio
Que un importante abogado

Hay que dejar el camino social alquitranado
Porque en él se nos quedan pegadas las pezuñas
Hay que volar libre al sol y al viento
Repartiendo el amor que tengas dentro"
Old Yellow Bricks,06uk7op5esy3r1syhomrkoisw,['Arctic Monkeys'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Old yellow bricks, love's a risk
Quite the little escapologist
Looked so miffed when you wished
For a thousand places better than this
You are the fugitive but you don't know what you're running from
You can't kid us and you couldn't trick anyone
Houdini, love, you don't know what you're running away from

[Chorus]
Who wants to sleep in a city that never wakes up?
Blinded by nostalgia
Who wants to sleep in a city that never wakes up?

[Verse 2]
She was enraged by the way
That the emperor were trapped in the cage
And the days she deemed dull
Leading to nights reading beer bottles
You're such a fugitive but you don't know what you're running from
You can't kid us and you couldn't trick anyone
Houdini, love, you don't know what you're running away from

[Chorus]
Who wants to sleep in a city that never wakes up?
Blinded by nostalgia
Who wants to sleep in a city that never wakes up?

[Verse 3]
You're at a loss just because
It wasn't all that you thought it was
You are the fugitive but you don't know what you're running away from
She said, ""I want to sleep in the city that never wakes up
And revel in nostalgia""
I know I said, ""Who wants to sleep in a city that never wakes up?""
But Dorothy was right though"
Alucinante - Versión 2005,almahelguera,['Platero Y Tu'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"No se si es cierto lo que he visto
O es el efecto de una droga! qu bien! hoy todo es tan distinto
Parece que el mundo funciona
La gente ya no siente miedo
Las sombras tienen mil colores
El viento barre los problemas
Y el las pistolas crecen flores

Y es q es tan alucinante
Que hace dias que no duermo
Por si acaso al despertarme
Veo q todo ha sido un sueo

Porque nacamos indefensos
Nos dan un nudo en el ombligo
Luego nos quitan nuestros sueos
Y nos confunden el camino
Maldigo a todos esos locos
Que quieren gobernar la vida
Sin las palabras del poeta
Y sin las manos del artista

Yes q es tan alucinante
Que hace dias q no duermo
Por si acaso al despertarme
Veo q todo ha sido un sueo"
Good Fortune,06uk7op5esy3r1syhomrkoisw,['PJ Harvey'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Threw my bad fortune
Off the top of
A tall building
I'd rather done it with you
Your boy's smile
Five in the morning
Looked into your eyes
And I was really in love
In Chinatown
Hungover
You showed me
Just what I could do
Talking about
Time travel
And the meaning
And just what it was worth

[Chorus]
And I feel like some bird of paradise
My bad fortune slipping away
And I feel the innocence of a child
Everybody's got something good to say

[Verse 2]
Things I once thought
Unbelievable
In my life
Have all taken place
When we walked through
Little Italy
I saw my reflection
Come right off your face
I paint pictures
To remember
You're too beautiful
To put into words
Like a gypsy
You dance in circles
All around me
And all over the world
[Chorus]
And I feel like some bird of paradise
My bad fortune slipping away
And I feel the innocence of a child
Everybody's got something good to say
And I feel like some bird of paradise
My bad fortune slipping away
And I feel the innocence of a child
Everybody's got something good to say

[Outro]
So I take my
Good fortune
And I fantasize
Of our leaving
Like some modern day
Gypsy landslide
Like some modern day
Like some modern day
Bonnie and Clyde
Bonnie and Clyde
On the run again
On the run again
On the run again
On the run again
On the run again
On the run again
On the run again
On the run again"
Crucify - 2015 Remaster,06uk7op5esy3r1syhomrkoisw,['Tori Amos'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Every finger in the room
Is pointing at me
I wanna spit in their faces
Then I get afraid of what that could bring
I got a bowling ball in my stomach
I got a desert in my mouth
Figures that my courage
Would choose to sell out now

[Pre-Chorus 1]
I've been looking for a savior in these dirty streets
Looking for a savior beneath these dirty sheets
I've been raising up my hands, drive another nail in
Just what God needs: one more victim

[Chorus]
Why do we crucify ourselves every day?
I crucify myself, nothing I do is good enough for you
I crucify myself every day
I crucify myself
And my heart is sick of being
I said my heart is sick of being in
Chains, oh oh oh
Chains, oh oh oh

[Verse 2]
Got a kick for a dog
Begging for love
I gotta have my suffering
So that I can have my cross
I know a cat named Easter
He says, ""Will you ever learn?
You're just an empty cage girl if you kill the bird""

[Pre-Chorus]
I've been looking for a savior in these dirty streets
Looking for a savior beneath these dirty sheets
I've been raising up my hands, drive another nail in
Got enough guilt to start my own religion

[Chorus]
Why do we crucify ourselves every day?
I crucify myself, nothing I do is good enough for you
I crucify myself every day
I crucify myself
And my heart is sick of being
I said my heart is sick of being in
Chains, oh oh oh
Chains

[Bridge]
Please, please
Save me
I cry

[Pre-Chorus]
Looking for a savior in these dirty streets
Looking for a savior beneath these dirty sheets
I've been raising up my hands, drive another nail in
Where are those angels when you need them?

[Chorus]
Why do we crucify ourselves every day?
I crucify myself, nothing I do is good enough for you
I crucify myself every day
I crucify myself
And my heart is sick of being
I said my heart is sick of being in
Chains
Chains, oh yes
In chains, oh oh oh oh

[Outro]
I'm never going back again
To crucify myself again, you know
Never going back again
To crucify myself every day, yes"
Demasiao Tarde,11145453392,['C. Tangana'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Demasiado Tarde""]

[Intro: Micro TDH]
Oh-oh-oh
O-O-Ovy On The Drums
Oh-oh-oh (Ey)

[Pre-Coro: Micro TDH]
A pesar de todo el daño que nos hemos hecho
Aún seguimos teniéndonos ganas
Quisiera besarte y no quedar deshecho (Oh, oh)
Pero te fuiste por la mañana

[Coro: Micro TDH & Lenny Tavárez]
No sé, bebé
Si ya es demasiado tarde
Dime qué tengo que hacer
Para recuperarte, baby (Yeah)
Es que no sé (Wuh), bebé
Si ya es demasiado tarde (Tarde)
Pero dime qué tengo que hacer (Que hacer)
Si muero por besarte, baby

[Verso 1: Micro TDH]
No sé, bebé
Todavía creo que lo podemos hacer
Y que no tenemos nada que temer ni perder
Quiero que me digas que todo está bien
Porque sabes que me matas (Yeah), esa boca delata, ey (Yeah)
Lo que sientes por dentro yo soy quién lo desata
Así que vuelve, mami, ya yo sé que te perdí, ey-yeah
Pero sigo estando aquí, no quieras verme morir, ey-yeah

[Puente: Micro TDH]
Porque necesito luz y eso es lo que me das tú
Quise arrancarte de mi alma y no se borró el tattoo
Mami, necesito luz y eso es lo que me das tú
Quise arrancarte de mi alma y no se borró el tattoo

[Coro: Lenny Tavárez & Micro TDH]
Y no sé, bebé
Si ya es demasiado tarde
Pero dime qué tengo que hacer
Para recuperarte, baby (Yeah)
No sé, bebé
Si ya es demasiado tarde
Pero dime qué tengo que hacer
Si muero por besarte, baby

[Verso 2: Lenny Tavárez]
Lenny Tavárez, baby (Yah-ah, hmm)
Tú difícil de olvidar como Selena (Hala)
Yo believer de que va' a ser mi nena (Blah, blah)
Maldición, sácame tú de esta condena (Shap-shap)
Que te apuesto que vale la pena
Arriesgarnos como cuando te conocí (Conocí)
Todo lo que hemo' vivido pa' que muera así (Así, así)
¿Pa' qué voy a negarte
Que solo respiro deseo' de recuperarte? (Sh-sh, yah)
Ni estando con cien má' voy a olvidarte (Wah, wah; ouh, no)
Uah (Uah), solo contigo es que mi alma se desnuda (-nuda)
Todo lo que vale la pena se suda (Suda)
Te doy la contraseña por si las duda' (Duda', -da')
Hoy sale' o conmigo, te muda' (Duda', -da')

[Pre-Coro: Micro TDH]
A pesar de todo el daño que nos hemos hecho
Aún seguimos teniéndonos ganas
Quisiera besarte y no quedar deshecho (Oh, oh)
Pero te fuiste por la mañana

[Coro: Lenny Tavárez & Micro TDH]
No sé, bebé
Si ya es demasiado tarde
Pero dime qué tengo que hacer
Para recuperarte, baby (Yeah)
No sé, bebé
Si ya es demasiado tarde
Pero dime qué tengo que hacer
Si muero por besarte, baby

[Outro: Micro TDH & Lenny Tavárez]
No-no-no-no-no
Micro TDH (Ey, TDH)
Ovy On The Drums, On The Drums
Lenny Tavárez, baby (Yeah)
El blanquito y el negrito de todas las baby'
Big Ligas, ah
The KristoMan, yah
Micro TDH
Big Ligas
Ay-yah
Ovy On The Drums
O-O-Ovy On The Drums
(Uh, no, no)"
Persiguiéndonos,11145453392,['C. Tangana'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Persiguiéndonos""]

[Estribillo]
Ella maneja como si alguien estuviera persiguiéndonos
Sé de sobra de donde huye, de allí llevo tiempo huyendo yo
Ella maneja como si alguien estuviera persiguiéndonos
Y yo derrapo por sus curvas como esquivando el control
Tie's que vender mucha más droga, para ganar lo que yo
Mucha más droga, pa' chulear como yo
Mucha más droga, para follar como yo
Tie's mucho curro cabrón, lo de la music mejor déjamelo
Déjamelo, déjamelo
Déjamelo, déjamelo
Déjamelo, déjame-

[Verso]
A ella le encanta como, como sabe
Y cuando canto suave
Y cuando lo hago duro, como nadie má' sabe
Conduce como loca
Quiero morder su boca
Quiero morder su cara
Mirar mientras se toca
Ella le pisa a fondo y nos vamos
Y ya no lo vemos
Yo siempre hundo cuando la amo (Skrrt), no quiere menos
Os veo flojos, creo que aun os faltan un par de entrenos (Yeah)
Ella os adelanta y mira pa' tras como cuando lo hacemos

[Estribillo]
Ella maneja como si alguien estuviera persiguiéndonos
Sé de sobra de donde huye, de allí llevo tiempo huyendo yo
Ella maneja como si alguien estuviera persiguiéndonos
Y yo derrapo por sus curvas como esquivando el control
Tie's que vender mucha más droga, para ganar lo que yo
Mucha más droga, pa' chulear como yo
Mucha más droga, para follar como yo
Tie's mucho curro cabrón, lo de la music mejor déjamelo
Déjamelo, déjamelo
Déjamelo, déjamelo
Déjamelo, déjame-"
Los Tontos,11145453392,"['C. Tangana', 'Kiko Veneno']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Los Tontos""]

[Pre-Estribillo: Kiko Veneno, Kiko Veneno & C. Tangana]
Na-na-na-nau, na-na-na-nau
Na-na-na-nau, na-na-na
Na-na-na-nau, na-na-na-nau
Na-na-na-nau, na-na-na

[Estribillo: Kiko Veneno & C. Tangana]
Tú te has creío' que por ser yo bueno
Puedes ir pisando por donde friego (Dámela)
Crees que eres el sitio donde estoy cayendo (Que no, que no)
Pero con las mismas que has venío' te puedes ir yendo

[Refrán: C. Tangana]
Porque te advierto que me he cansa'o
Que hasta los tontos tenemos tope
Y esta vez voy a acertar aunque sea de rebote
Porque te he perdona'o
Pero hasta los tontos tenemos tope
Y esta vez voy a acertar aunque sea de rebote (Díselo)

[Estribillo: C. Tangana & Kiko Veneno]
Tú te has creío' que por ser yo bueno
Que puedes ir pisando por donde friego
Crees que eres el sitio donde estoy cayendo
Pero con las mismas que has venío' te puedes ir yendo

[Refrán: Kiko Veneno]
Porque te advierto que me he cansa'o
Que hasta los tontos tenemos tope
Y esta vez voy a acertar aunque sea de rebote
Porque te he perdona'o
Pero hasta los tontos tenemos tope
Y esta vez voy a acertar aunque sea de rebote

[Puente: C. Tangana & Kiko Veneno, Ambos]
No te escucho, uah-uah-uah
Hablas mucho, a ver si te callas ya (Eh)
Cuando quieras baja a verme, ya verás la que te espera (Uh)
Con culebras y serpientes vo'a meterte en la nevera (Eh)
Cuando quieras baja a verme, ya verás la que te espera
Con culebras y serpientes vo'a meterte en la nevera

[Pre-Estribillo: Kiko Veneno & C. Tangana]
Na-na-na-nau (Vamos, Kiko), na-na-na-nau (Eso e')
Na-na-na-nau (Díselo), na-na-na
Na-na-na-nau (Dale tu veneno), na-na-na-nau
Na-na-na-nau, na-na-na (Díselo)

[Estribillo: Kiko Veneno & C. Tangana]
Tú te has creío' que por ser yo bueno (¡Bueno!)
Puedes ir pisando (¿Por dónde?) por donde friego
Crees que eres el sitio donde estoy cayendo
Pero con las mismas que has venío' te puedes ir yendo (Que vámono')
Tú que te has creío' que por ser yo bueno (Eh, eh, eh; ¿por qué?)
Puedes ir pisando por donde friego (Por donde friego, qué va)
Crees que eres el sitio donde estoy cayendo (Díselo; no)
Pero con las mismas que has venío', mira (Vámonos)

[Outro: C. Tangana]
Wuff, wuff
Vamos, Kiko
Díselo
Dale, tu veneno
Eso e', eso e', eso e'"
Los Chikos de Madriz,11145453392,['C. Tangana'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Los Chikos de Madriz""]

[Estribillo]

Quería tener la portada
Quería esa tela sin pagar nada
Quería hacerlo al margen de España
Quería que un sello nos la chupara
Como hizo Boa, ya estuve allí
Quería tener la portada
Quería esa tela sin pagar nada
Quería hacerlo al margen de España
Quería que un sello nos la chupara
Como hizo Boa, ya estuve allí

[Verso]
No quiero el personaje, ni andarme con camuflaje
Que nadie piense su peli ""a ver lo que dice, a ver lo que hace""
No quiero ese montaje, no quiero esa partida
No quiero tanto disfraz ni tanta fotografía
Yo no quiero hablar de mi beef
No quiero hablar de mi beef
Pero aprendí bien desde chico, no vale na si todo es mentira
Yo no quiero hablar de mi vida
No quiero hablar de mi vida
Pero aprendí bien de chico la ley
No puedo hacerlo escupiendo mentira
No quiero lucir cara, no quiero lucir nada
Sé follarme la fama pero nunca duerme en mi cama
Yo sólo quería la portada
¡Ey! ¡Ya estuve allí!
Rechazando el contrato que ahora está firmado por ti
Shout out pa' Los chikos de Madriz, pa' Los chikos de Madriz
Siempre fuimos independientes, nunca el rebaño fue para mí
Shout out pa' Los chikos de Madriz, pa Los chikos de Madriz
Siempre andé con respeto, si no crees, pregunta por mí...

[Estribillo]
Quería tener la portada
Quería esa tela sin pagar nada
Quería hacerlo al margen de España
Quería que un sello nos la chupara
Como hizo Boa, ya estuve allí
Sólo quería tener la portada, y ya estuve allí
Quería esa tela sin pagar nada, y ya estuve allí
Quería hacerlo al margen de España, y ya estuve allí
Quería que un sello nos la chupara como hizo Boa, ya estuve allí"
Tentación,11145453392,"['Agorazein', 'C. Tangana', 'Sticky M.A.']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Tentación""]

[Verso 1]
Media noche llegó y la música suena
Me echo un pase para entrar en la loquera
Te miro llegar y las luces reflejan
Todos te miraban, yo con boca abierta
Una tentación me dio poderte besar
Llevarte arriba, laquearnos la puerta
Cada santita, solita se revela
No paraba de mirarte y te me acercas

[Coro 1]
Me sacas a bailar, no me lo esperaba
Todos los vatos envidia me tiraban
Es que mírate, qué bella te luces
Todavía yo no se porque me escogiste
Tu cuerpo con el mío fue perfección, sentí algo
La rola se acababa, ahí me sacas a un cuarto oscuro

[Interludio Instrumental]

[Verso 2]
Mami, la neta que tus besos si matan
Eran un veneno pero me encantaban
Lo que a mí me gusta que eres niña mala
En la espalda con tus uñas me marcabas
Eres diferente, nadie se te iguala
Nunca me había sentido así como estaba
Contigo todo mi cuerpo se vibraba
Cuando te vi, mis ojos se iluminaban

[Coro 2]
De a fin de cuenta tuve lo que deseaba
Quedé adicto, lo nuestro no acaba
Es que mírate, qué bella te luces
Todavía yo no sé por qué me escogiste
Tu cuerpo con el mío fue perfección, sentí algo
No era amor, fue devoción y si quieres repetimos

[Outro Instrumental]"
Burbujas De Amor,11152374629,['Juan Luis Guerra 4.40'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Tengo un corazón
Mutilado de esperanza y de razón
Tengo un corazón que madruga donde quiera
Ay!

Y este corazón
Se desnuda de impaciencia
Ante tu voz
Pobre corazón
Que no atrapa su cordura

Quisiera ser un pez
Para tocar mi nariz en tu pecera
Y hacer burbujas de amor por dondequiera
Pasar la noche en vela
Mojado en ti
Un pez
Para bordar de corales tu cintura
Y hacer siluetas de amor bajo la luna
Saciar esta locura
Mojado en ti

Canta corazón
Con un ancla imprescindible de ilusión
Sueña corazón
No te nubles de amargura

Y este corazón
Se desnuda de impaciencia
Ante tu voz
Pobre corazón
Que no atrapa su cordura

Quisiera ser un pez
Para tocar mi nariz en tu pecera
Y hacer burbujas de amor por dondequiera
Pasar la noche en vela
Mojado en ti
Un pez
Para bordar de corales tu cintura
Y hacer siluetas de amor bajo la luna
Saciar esta locura
Mojado en ti

Una noche
Para hundirnos hasta el fin
Cara a cara
Beso a beso
Y vivir
Por siempre
Mojado en ti"
Don't Stop Believin',almahelguera,['Journey'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Just a small-town girl
Livin' in a lonely world
She took the midnight train goin' anywhere
Just a city boy
Born and raised in South Detroit
He took the midnight train goin' anywhere

[Instrumental]

[Verse 2]
A singer in a smoky room
The smell of wine and cheap perfume
For a smile, they can share the night
It goes on and on and on and on

[Pre-Chorus]
Strangers waitin'
Up and down the boulevard
Their shadows searchin' in the night
Streetlight people
Livin' just to find emotion
Hidin' somewhere in the night

[Verse 3]
Workin' hard to get my fill
Everybody wants a thrill
Payin' anything to roll the dice just one more time
Some will win, some will lose
Some are born to sing the blues
Oh, the movie never ends
It goes on and on and on and on

[Pre-Chorus]
Strangers waitin'
Up and down the boulevard
Their shadows searchin' in the night
Streetlight people
Livin' just to find emotion
Hidin' somewhere in the night

[Guitar Solo]

[Chorus]
Don't stop believin'
Hold on to that feeling
Streetlight people
Don't stop believin'
Hold on
Streetlight people
Don't stop believin'
Hold on to that feeling
Streetlight people"
No No No,11152374629,['Beirut'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro: Flipp Dinero]
Yeah, uh
Yeah, ayy
Yeah, ayy (Ayy)
Yeah
I take my chances, yeah (Ferno, you spazzin')
I take my chances (Stardustszn), yeah, ayy

[Chorus: Flipp Dinero]
I take my chances, yeah (Yeah)
I live my life with no answers, yeah (Yeah)
Drown in my sins, I'm like, ""No, no, no, no
No, no, no, no""
I take my chances, yeah
I do for you when I'm sayin' it, yeah
I pay the price, I'm like, ""No, no, no, no
No, no, no, no"" (Yeah, yeah)
I take my chances, yeah (Yeah, ayy)
I live my life with no answers, yeah (Yeah, ayy)
Drown in my sins, I'm like, ""No, no, no, no
No, no, no, no""
I take my chances, yeah
I do for you when I'm sayin' it, yeah (Yeah, yeah)
I pay the price, I'm like, ""No, no, no, no
No, no, no, no,"" ayy, yeah

[Verse 1: A Boogie wit da Hoodie]
Livin' my life with no answers, yeah
Gotta watch out for the cameras
Used to be with all the scammers, yeah
Thirties on thirties, got ammo
You might never understand her, yeah
She want the Fendi, the sandals
She fell in love with the (Woo), yeah
And I fell in love with them angles
She want the Birkin, Birkin
Yeah, Birkin bag, better stay faithful (Woo)
But this ain't that type of love
They only hit me when I'm on the radio
My diamonds, they shine with no flash
I'm never rockin' no typical (Yeah)
Ice on my bitch too
Ice on my daughter, she beautiful
Yeah, runnin' up these M's, I can't let up, I can't
Yeah, play by the rules, I do what I do, I've always been the same
But now, now, now, nowadays, I barely feel the pain
Pop out with the gang, you know we outside, yeah

[Chorus: Flipp Dinero]
I take my chances, yeah
I live my life with no answers, yeah
Drown in my sins, I'm like, ""No, no, no, no
No, no, no, no""
I take my chances, yeah (Yeah)
I do for you when I'm sayin' it, yeah (Yeah, yeah)
I pay the price, I'm like, ""No no, no, no
No, no, no, no""
I take my chances, yeah
I live my life with no answers, yeah
Drown in my sins, I'm like, ""No, no, no, no
No, no, no, no""
I take my chances, yeah
I do for you when I'm sayin' it, yeah (Yeah)
I pay the price, I'm like, ""No no, no, no
No, no, no, no,"" ayy, yeah

[Verse 2: Flipp Dinero]
I do the dash while I bend in the coupe (Skrrt)
And I'm droppin' the top just to step up my view (Skrrt, skrrt)
My diamonds hittin', my pointers, they pitchin' (Ayy, ayy, ayy)
Got drank out the pint, 'nother round, what it do? (Yeah, yeah)
I fell in love, with no question, it's you
And yes, I fell in love with no diamonds for you (Yeah, yeah)
Cleared all my thoughts, but my vision can't move (Ayy, ayy)
'Cause I'm focused on milli's, like, bitch, what it do? (Ayy, yeah)
I told my mama, ""See, I got them racks"" (Oh yeah)
Watch how I slide, keep a toolie intact (Oh)
What I do for the guys and I do for respect (Oh yeah)
I can't sip on the Wock' 'cause I'm sippin' on Tech (Yeah)
My mind be trippin', I'm focused on next
Cop me some diamonds, them flawless baguettes
The Bimmer or 'Rari, this shit is a jet
And shawty wan' fuck 'cause she callin' and text
I live my life for today, get them bands and I cash out tomorrow (Oh yeah)
I give my all 'cause your pain is my sorrow (Oh yeah)
Everywhere I go, man, I swear that she follow
I keep my Glock in the whip and it's not on my hip
And I move for the bands, it's the guala (Yeah, oh yeah)
I run it up and I swear it's the commas
My hittas dump when they shoot at the Tahoe, ayy (Yeah)

[Chorus: Flipp Dinero]
I take my chances, yeah
I live my life with no answers, yeah
Drown in my sins, I'm like, ""No, no, no, no
No, no, no, no""
I take my chances, yeah
I do for you when I'm sayin' it, yeah
I pay the price, I'm like, ""No, no, no, no
No, no, no, no""
I take my chances, yeah
I live my life with no answers, yeah
Drown in my sins, I'm like, ""No, no, no, no
No, no, no, no""
I take my chances, yeah
I do for you when I'm sayin' it, yeah
I pay the price, I'm like, ""No, no, no, no
No, no, no, no,"" ayy, yeah"
De Música Ligera,11152374629,['Soda Stereo'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""De Música Ligera""]

[Verso 1]
Ella durmió al calor de las masas
Y yo desperté, queriendo soñarla
Algún tiempo atrás, pensé en escribirle
Que nunca sorteé las trampas del amor

[Coro]
De aquel amor de música ligera
Nada nos libra, nada más queda

[Puente Instrumental]

[Verso 2]
No le enviaré cenizas de rosas
Ni pienso evitar un roce secreto

[Coro]
De aquel amor de música ligera
Nada nos libra, nada más queda (Uuh-uh-uh)

[Solo]

[Coro]
De aquel amor de música ligera
Nada nos libra, nada más queda
Nada más

[Outro]
Nada más queda, nada más queda
Nada más queda, nada más queda"
"Sultans Of Swing - Live At Hammersmith Odeon, London/1983",almahelguera,['Dire Straits'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,
"Highway Star - Live In Osaka, Japan / 16th August 1972 / Original 1972 Mix",valledelkas018,"['Deep Purple', 'Martin Pullan']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Nobody going to take my car
I'm going to race it to the ground
Nobody going to beat my car
It's going to break the speed of sound
Ooh, it's a killing machine
It's got everything
Like a driving power
Big fat tires and everything

[Pre-Chorus]
I love it
And I need it
I bleed it
Yeah, it's a wild hurricane

[Chorus]
Alright, hold tight
I'm a highway star

[Verse 2]
Nobody going to take my girl
I'm going to keep her to the end
Nobody going to have my girl
She stays close on every bend
Ooh, she's a killing machine
She's got everything
Like a moving mouth
Body control and everything
[Pre-Chorus]
I love her
I need her
I see her
Yeah, she turns me on

[Chorus]
Alright, hold tight
I'm a highway star

[Instrumental break 1:54-3:04]
[Organ Solo]

[Verse 3]
Nobody going to take my head
I got speed inside my brain
Nobody going to steal my head
Now that I'm on the road again
Ooh, I'm in heaven again
I've got everything
Like a moving ground
An open road and everything

[Pre-Chorus]
I love it
And I need it
I seed it
Eight cylinders, all mine
[Chorus]
Alright, hold tight
I'm a highway star

[Instrumental break 3:42-5:05]
[Guitar Solo]

[Verse 4]
Nobody going to take my car
I'm going to race it to the ground
Nobody going to beat my car
It's going to break the speed of sound
Ooh, it's a killing machine
It's got everything
Like a driving power
Big fat tires and everything

[Pre-Chorus]
I love it
And I need it
I bleed it
Yeah, it's a mad hurricane

[Chorus]
Alright, hold tight
I'm a highway star
I'm a highway star
I'm a highway star"
"Strange Kind Of Woman - Live In Osaka, Japan / 16th August 1972 / Original 1972 Mix",valledelkas018,"['Deep Purple', 'Martin Pullan']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
There once was a woman
A strange kind of woman
The kind that gets written down in history
Her name was Nancy
Her face was nothing fancy
She left a trail of happiness and misery
I loved her
Everybody loved her
She loved everyone and gave them good return
I tried to take her
I even tried to break her
She said, ""I ain't for taking, won't you ever learn?""

[Chorus]
I want you, I need you, I got to be near you
I spent my money as I took my turn
I want you, I need you, I got to be near you
Ooh, I got a strange kind of woman

[Verse 2]
She looked like a raver
But I could never please her
On Wednesday mornings boy, you can't go far
I couldn't get her
But things got better, she said
""Saturday nights from now on baby, you're my star""
I want you, I need you, I got to be near you
I spent my money as I took my turn
I want you, I need you, I got to be near you
Ooh, I got a strange kind of woman

Ooh my soul, I love you

[Chorus]

[Verse 3]
She finally said she loved me
I wed her in a hurry
No more callers and I glowed with pride

I'm dreaming
I feel like screaming
I won my woman just before she died

[Chorus]

[Outro]
Who do you think you are?
Superstar
Who do you think you are?
Superstar
Superstar
Who do we think we are?
Oh my soul, I love you baby"
